category,file,path,duration_s,ground_truth_reps,notes
barbell_biceps_curl,arc2_barbell_biceps_curl_34.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_34.mp4,2.1,1,
barbell_biceps_curl,arc2_barbell_biceps_curl_35.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_35.mp4,1.94,1,
barbell_biceps_curl,arc2_barbell_biceps_curl_36.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_36.mp4,1.67,1,
barbell_biceps_curl,arc2_barbell_biceps_curl_38.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_38.mp4,1.97,1,Front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_39.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_39.mp4,1.8,1,Front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_41.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_41.mp4,6.7,1,Closeup moving camera
barbell_biceps_curl,arc2_barbell_biceps_curl_43.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_43.mp4,4.4,1,
barbell_biceps_curl,arc2_barbell_biceps_curl_49.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_49.mp4,3.0,1,Rep start incomplete
barbell_biceps_curl,arc2_barbell_biceps_curl_51.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_51.mp4,9.41,3,Close front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_52.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_52.mp4,12.41,4,Closegrip front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_53.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_53.mp4,5.87,3,
barbell_biceps_curl,arc2_barbell_biceps_curl_54.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_54.mp4,4.4,3,Front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_55.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_55.mp4,4.9,2,Front angle
barbell_biceps_curl,arc2_barbell_biceps_curl_56.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_56.mp4,7.11,2,Blurry video
barbell_biceps_curl,arc2_barbell_biceps_curl_57.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_57.mp4,7.81,2,Back angle
barbell_biceps_curl,arc2_barbell_biceps_curl_58.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_58.mp4,5.41,2,Back angle. Arms not properly visible.
barbell_biceps_curl,arc2_barbell_biceps_curl_59.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_59.mp4,6.47,3,Back angle
barbell_biceps_curl,arc2_barbell_biceps_curl_6.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_6.mp4,4.1,1,Right side back angle
barbell_biceps_curl,arc2_barbell_biceps_curl_60.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_60.mp4,8.21,3,Back angle
barbell_biceps_curl,arc2_barbell_biceps_curl_61.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_61.mp4,2.92,1,
barbell_biceps_curl,arc2_barbell_biceps_curl_62.mp4,Videos/barbell_biceps_curl/arc2_barbell_biceps_curl_62.mp4,4.09,1,
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_1.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_1.MOV,13.14,5,90 degree angle - left side
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_10.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_10.mp4,2.8,0,Half rep recorded
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_12.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_12.mp4,3.1,1,"45 degree angle, 1st rep half recorded so not counted"
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_13.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_13.mp4,9.7,3,"45 degree angle,Starting rep is half recorded so not counted"
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_14.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_14.mp4,1.7,0,Half recorded
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_15.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_15.mp4,3.8,2,One hand at a time - 1 rep each hand.
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_16.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_16.mp4,10.1,5,One hand at a time - 3 rep right hand and 2 rep left hand.
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_17.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_17.mp4,10.78,5,One hand at a time - 2 rep right hand and 3 rep left hand.
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_18.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_18.mp4,3.1,1,One hand at a time - 1 rep left hand and half of right
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_19.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_19.mp4,10.51,4,One hand at a time - 2 rep right hand and 2 rep left hand. (First and last rep are half recorded so not counted for each hand)
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_2.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_2.MOV,12.71,4,90 degree angle - left side - moving camera
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_3.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_3.MOV,16.38,4,"Side angle, starting has picking up dumbbells and ending has keeping it down, multiple people in background"
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_4.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_4.MOV,14.65,4,"Front angle, multiple people in background"
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_5.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_5.MOV,14.35,5,Side angle
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_6.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_6.MOV,12.21,4,Side angle
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_7.MOV,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_7.MOV,16.01,4,"Front angle slowly moving to around 15 degrees, multiple people in background"
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_8.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_8.mp4,8.3,2,Rotating zoomed in camera from front to side angle
hammer_curl,arc1_final_kaggle_with_additional_video_hammer_curl_9.mp4,Videos/hammer_curl/arc1_final_kaggle_with_additional_video_hammer_curl_9.mp4,4.7,1,Zoomed in side angle
shoulder_press,arc1_my_test_video_1_shoulder_press_1.mp4,Videos/shoulder_press/arc1_my_test_video_1_shoulder_press_1.mp4,14.63,9,Front angle
shoulder_press,arc2_shoulder_press_1.MOV,Videos/shoulder_press/arc2_shoulder_press_1.MOV,17.12,6,45 degree angle on a shoulder press machine with camera a bit above head.
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_2.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_2.mp4,9.32,4,Side - back angle with a little zoomed in.
shoulder_press,arc1_my_test_video_1_shoulder_press_2.mp4,Videos/shoulder_press/arc1_my_test_video_1_shoulder_press_2.mp4,11.77,6,Front angle
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_3.MOV,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_3.MOV,13.21,4,Front angle with shoulder press machine.
shoulder_press,arc1_my_test_video_1_shoulder_press_3.mp4,Videos/shoulder_press/arc1_my_test_video_1_shoulder_press_3.mp4,16.37,10,45 degree angle
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_4.MOV,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_4.MOV,14.01,4,"Side to front rotating angle with last rep having zoomed in (elbow out of frame), shoulder press machine"
shoulder_press,arc1_my_test_video_1_shoulder_press_4.mp4,Videos/shoulder_press/arc1_my_test_video_1_shoulder_press_4.mp4,14.97,10,10 degree angle (front angle)
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_5.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_5.mp4,12.17,3,"45 degree angle on a shoulder press machine,Last rep is half recorded so not counted"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_6.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_6.mp4,5.21,2,"Front angle, shoulder press machine"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_7.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_7.mp4,10.51,5,"Front angle, shoulder press machine"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_8.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_8.mp4,4.72,2,45 degree angle on a shoulder press machine
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_9.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_9.mp4,10.8,3,"Front angle, shoulder press machine"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_10.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_10.mp4,12.81,4,"Front angle, shoulder press machine"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_11.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_11.mp4,7.01,4,Front to side rotating camera on shoulder press machine
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_12.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_12.mp4,9.08,3,"Front angle, shoulder press machine"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_13.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_13.mp4,6.81,5,45 degree angle on a shoulder press machine
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_14.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_14.mp4,6.11,4,45 degree angle on a shoulder press machine
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_15.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_15.mp4,9.6,3,"45 degree angle on a shoulder press machine, 1st rep half recorded so not counted"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_16.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_16.mp4,10.4,3,"45 degree angle on a shoulder press machine, 1st and last rep. half recorded so not counted"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_17.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_17.mp4,10.39,3,45 degree angle on a shoulder press machine
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_19.MOV,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_19.MOV,19.52,5,Front to 45 degree angle rotating camera on a shoulder press machine 
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_21.mov,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_21.mov,20.12,5,"90 degree angle, Arnold press (not a proper shoulder press)"
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_24.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_24.mp4,19.68,10,Starting and ending has picking up and keeping down the dumbbells
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_25.mp4,Videos/shoulder_press/arc1_final_kaggle_with_additional_video_shoulder_press_25.mp4,9.32,3,Front angle
shoulder_press,arc1_similar_dataset_17496a37-c1f7-4105-9c07-e7cfbca06106.mp4,Videos/shoulder_press/arc1_similar_dataset_17496a37-c1f7-4105-9c07-e7cfbca06106.mp4,9.01,4,2 Cuts in video from front to zoomed in 45 degree angle on shoulder press machine
shoulder_press,arc1_similar_dataset_237de26b-2b1e-4f62-9844-b30fc9860c72.mp4,Videos/shoulder_press/arc1_similar_dataset_237de26b-2b1e-4f62-9844-b30fc9860c72.mp4,10.03,5,"Front angle, shoulder press machine, last rep half recorded so not counted"
shoulder_press,arc1_similar_dataset_30fe126e-0985-48af-813f-65c30d49913d.mp4,Videos/shoulder_press/arc1_similar_dataset_30fe126e-0985-48af-813f-65c30d49913d.mp4,9.6,3,"45 degree angle on a shoulder press machine, 1st rep half recorded so not counted"
shoulder_press,arc1_similar_dataset_51f72e68-ec28-4272-b15c-45586c244398.mp4,Videos/shoulder_press/arc1_similar_dataset_51f72e68-ec28-4272-b15c-45586c244398.mp4,10.4,3,"45 degree angle on a shoulder press machine, 1st and last rep. half recorded so not counted"
shoulder_press,arc1_similar_dataset_555859e7-8a16-4494-8dca-dff27cbdd9c8.mp4,Videos/shoulder_press/arc1_similar_dataset_555859e7-8a16-4494-8dca-dff27cbdd9c8.mp4,9.99,4,"Front angle, shoulder press machine, comparatively short reps. "
shoulder_press,arc1_similar_dataset_6397dc79-5ba3-4244-a426-c24d6e7cfeb0.mp4,Videos/shoulder_press/arc1_similar_dataset_6397dc79-5ba3-4244-a426-c24d6e7cfeb0.mp4,10.01,1,Multiple cuts in video from front to zoomed in 45 degree angle on shoulder press machine
shoulder_press,arc1_similar_dataset_a34f39ab-161f-41fe-853d-3eeea21073bd.mp4,Videos/shoulder_press/arc1_similar_dataset_a34f39ab-161f-41fe-853d-3eeea21073bd.mp4,13.41,3,45 degree angle on a shoulder press machine
shoulder_press,arc1_similar_dataset_b066cbc1-931a-4af5-b668-36e98e7091b6.mp4,Videos/shoulder_press/arc1_similar_dataset_b066cbc1-931a-4af5-b668-36e98e7091b6.mp4,12.58,4,Last rep camera fades out just near to finishing the rep. 45 degree angle on a shoulder press
shoulder_press,arc1_similar_dataset_b8a72e6b-f7ad-406a-9aa5-a3df903ec40e.mp4,Videos/shoulder_press/arc1_similar_dataset_b8a72e6b-f7ad-406a-9aa5-a3df903ec40e.mp4,10.22,3,45 degree angle on a shoulder press machine
shoulder_press,arc1_similar_dataset_f44ec93a-ce42-46a4-97f4-015bea952a00.mp4,Videos/shoulder_press/arc1_similar_dataset_f44ec93a-ce42-46a4-97f4-015bea952a00.mp4,12.0,3,"45 degree angle on a shoulder press machine, 1st and last rep half recorded so not counted"
shoulder_press,arc1_similar_dataset_fc319e88-4be0-467e-9dfd-cb7b3512f3ed.mp4,Videos/shoulder_press/arc1_similar_dataset_fc319e88-4be0-467e-9dfd-cb7b3512f3ed.mp4,9.01,4,Almost 80 degree angle on a shoulder press machine. 
